Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
Veterinary Emergency & Referral Group,40.678328,-73.982794,"196 4th Ave, New York, NY 11217",New York,Fort Greene,Home Health Care Service
Park Slope Dental Arts,40.670249,-73.978554,"506 3rd St, New York, NY 11215",New York,Park Slope,Home Health Care Service
Bristol Opticians,40.655211,-73.887567,"949 Pennsylvania Ave, Brooklyn, NY 11207",Brooklyn,New Lots,Home Health Care Service
St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Home Health Care Service
White G,40.583182,-73.954967,"13 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Home Health Care Service
Your Optical,40.578577,-73.975983,"2849 W 8th St, Brooklyn, NY 11224",Brooklyn,Coney Island,Home Health Care Service
"Marina Perlova, MD & Galina Zaretsky, MD",40.601977,-73.988781,"2327 83rd St, Brooklyn, NY 11214",Brooklyn,Bath Beach,Home Health Care Service
Maimonides Medical Center,40.639533,-73.99836,"4802 10th Ave (at W 48th St.), Brooklyn, NY 11219",Brooklyn,Kensington,Home Health Care Service
Dr Koutelos,40.620473,-74.023526,"8501 Fort Hamilton Pkwy, Brooklyn, NY 11209",Brooklyn,Bayridge,Home Health Care Service
Sheepshead Bay Nursing Home,40.585259,-73.931675,"2840 Knapp St, Brooklyn, NY 11235",Brooklyn,Plum Beach,Home Health Care Service
Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Home Health Care Service
The Brooklyn Hospital Center,40.690104,-73.977933,"121 Dekalb Ave (at Ashland Pl.), Brooklyn, NY 11201",Brooklyn,Clinton Hill,Home Health Care Service
Haym Salomon Home for Nursing & Rehabilitation,40.594879,-73.996339,"2340 Cropsey Ave (Bay 34th St), Brooklyn, NY 11214",Brooklyn,Bath Beach,Home Health Care Service
CityMD Boerum Hill Urgent Care - Brooklyn,40.686162,-73.982184,"457 Atlantic Ave (Nevins Street), New York, NY 11217",New York,Boerum Hill,Home Health Care Service
Park Slope Chiropractic,40.685317,-73.977528,"1 Hanson Pl, Brooklyn, NY 11243",Brooklyn,Fort Greene,Home Health Care Service
Kings County Behavioral Health Center,40.656347,-73.946365,"New York, NY 11203",New York,Prospect,Home Health Care Service
BMS Family Health Center,40.665919,-73.900476,"360 Snediker Ave, Brooklyn, NY 11207",Brooklyn,Brownsville,Home Health Care Service
Professional Transportation,40.685323,-73.863432,"7616 Rockaway Blvd, Woodhaven, NY 11421",Woodhaven,Cypress Hill,Home Health Care Service
Dynamic Dental Work,40.618547,-73.909117,"6820 Avenue U, Brooklyn, NY 11234",Brooklyn,Georgetown,Home Health Care Service
PM Pediatrics,40.626691,-73.965224,"1273 Coney Island Ave (Avenue I And Avenue J), Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Home Health Care Service
Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Home Health Care Service
Performance Edge Chiropractic,40.619845,-73.906857,"7112 Avenue U, Brooklyn, NY 11234",Brooklyn,Georgetown,Home Health Care Service
Metropolitan Dental Arts,40.711802,-73.951067,"380 Union Ave (Powers St), Brooklyn, NY 11211",Brooklyn,South Side,Home Health Care Service
Milo,40.711564,-73.964306,"105 5th Ave, New York, NY 10003",New York,South Side,Home Health Care Service
Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Home Health Care Service
NYU Langone Levit Medical,40.609927,-73.960577,"1220 Avenue P, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Home Health Care Service
Ophthalmology Associates of Bay Ridge,40.621301,-74.028699,"8721 4th Ave (at 88th St), Brooklyn, NY 11209",Brooklyn,Bayridge,Home Health Care Service
Isabella Geriatric Center,40.854551,-73.927369,"515 Audubon Ave, New York, NY 10040",New York,Fort George,Home Health Care Service
Inwood Animal Clinic,40.866352,-73.924446,"4846 Broadway (Acadamy), New York, NY 10034",New York,Fort George,Home Health Care Service
Harlem VistaSite Eye Care,40.806101,-73.953953,"2204 Frederick Douglass Blvd, New York, NY 10026",New York,Central Harlem,Home Health Care Service
Uptown Dermatology,40.809428,-73.952726,"258 Saint Nicholas Ave, New York, NY 10027",New York,Central Harlem,Home Health Care Service
The Mount Sinai Hospital,40.790388,-73.952037,"1468 Madison Ave (at E 101st St), New York, NY 10029",New York,Carnegie Hill,Home Health Care Service
Manhattan Gastroenterology,40.778185,-73.958254,"983 Park Ave, New York, NY 10028",New York,Upper East Side,Home Health Care Service
Upper East Smiles,40.77296,-73.955867,"261 E 78th St (2nd Ave), New York, NY 10075",New York,Upper East Side,Home Health Care Service
Rockefeller Research Laboratories,40.763916,-73.957047,"430 E 67th St (Memorial Sloan-Kettering Cancer Center), New York, NY 10065",New York,Lenox Hill,Home Health Care Service
David H. Koch Center for Cancer Care at Memorial Sloan Kettering Cancer Center,40.767208,-73.95097,"530 E 74th St, New York, NY 10021",New York,Lenox Hill,Home Health Care Service
Westside Veterinary Center,40.785982,-73.977438,"220 W 83rd St (btwn Amsterdam and Broadway), New York, NY 10024",New York,Upper West Side,Home Health Care Service
HSS Sports Medicine Institute West Side,40.771455,-73.991728,"610 W 58th St, New York, NY 10019",New York,Clinton,Home Health Care Service
BluePearl Veterinary Partners,40.766716,-73.987347,"410 W 55th St (9th Avenue), New York, NY 10019",New York,Clinton,Home Health Care Service
Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Home Health Care Service
SPEAR Physical Therapy,40.741035,-74.001144,"269 W 16th St (8th ave), New York, NY 10011",New York,Chelsea,Home Health Care Service
NYC Retina,40.732145,-73.994768,"20 E 9th St (University Pl), New York, NY 10003",New York,Downtown,Home Health Care Service
Mount Sinai Doctors - Delancey Street,40.719039,-73.988752,"104 Delancey St (Ludlow Street), New York, NY 10002",New York,Chinatown,Home Health Care Service
Weill Cornell Medical Associates,40.716823,-74.006823,"40 Worth St (btwn Church & W Broadway), New York, NY 10013",New York,City Hall Area,Home Health Care Service
Essex Crossing - COVID-19 Vaccine Site,40.718048,-73.989499,"244B Broome Street (Ludlow St), New York, NY 10002",New York,Chinatown,Home Health Care Service
CP Advanced Imaging,40.716571,-73.99625,"155 Canal St, New York, NY 10013",New York,Chinatown,Home Health Care Service
Mount Sinai Doctors - West 14th Street,40.738987,-74.001064,"226 W 14th St (btwn 7th & 8th), New York, NY 10011",New York,Chelsea,Home Health Care Service
Symphony Veterinary Center,40.793688,-73.969913,"170 W 96th St (Amsterdam), New York, NY 10025",New York,Manhattan Valley,Home Health Care Service
"Theradynamics Physical Rehab, PC",40.80735,-73.953695,"2235 Frederick Douglass Blvd, New York, NY 10027",New York,Central Harlem,Home Health Care Service
Bronsky Orthodontics,40.718631,-74.009731,"15 Harrison St, New York, NY 10013",New York,Civic Center,Home Health Care Service
NewYork-Presbyterian Lower Manhattan Hospital,40.710132,-74.004943,"170 William St (at Gold St), New York, NY 10038",New York,City Hall,Home Health Care Service
Elmhurst Hospital Center,40.745082,-73.885837,"7901 Broadway (at 78th St.), Elmhurst, NY 11373",Elmhurst,Elmhurst,Home Health Care Service
Rauta Sylvia Dr,40.747287,-73.87784,"4071 Elbertson St, Elmhurst, NY 11373",Elmhurst,Elmhurst,Home Health Care Service
Elmhurst Hospital Center Clinics,40.745974,-73.884735,"7901 Broadway, Elmhurst, NY 11373",Elmhurst,Elmhurst,Home Health Care Service
Foot and Ankle Center of New York,40.723621,-73.846152,"6939 Yellowstone Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Home Health Care Service
NY Lasergroup,40.694389,-73.827602,"11915 Atlantic Ave, Richmond Hill, NY 11418",Richmond Hill,Richmond Hill,Home Health Care Service
Chon Youngmi,40.763408,-73.828241,"3616 Union St, Flushing, NY 11354",Flushing,Down Town Flushing,Home Health Care Service
"Arelys Santana, DDS - D and S DENTAL",40.750126,-73.876547,"3717 90th St, Jackson Heights, NY 11372",Jackson Heights,Elmhurst,Home Health Care Service
Dr Yu - Pediatricians,40.72225,-73.88438,"Lutheran Ave, Middle Village, NY 11379",Middle Village,Maspeth,Home Health Care Service
"Uday Shah, MD",40.703883,-73.915109,"199 Saint Nicholas Ave (St. Nicholas Avenue and Harman Street), Brooklyn, NY 11237",Brooklyn,Bushwick,Home Health Care Service
"Queens Medical Office, PC",40.693256,-73.861017,"8615 Forest Pkwy, Woodhaven, NY 11421",Woodhaven,Woodhaven,Home Health Care Service
Long Island Jewish Forest Hills,40.728927,-73.851626,"10201 66th Rd (North Shore-LIJ Health System), Forest Hills, NY 11375",Forest Hills,Forest Hills,Home Health Care Service
Independence Residences,40.687411,-73.863988,"9010 77th St, Woodhaven, NY 11421",Woodhaven,Cypress Hill,Home Health Care Service
Woodhaven Braces,40.693317,-73.852426,"8708 Woodhaven Blvd (Jamicia Ave.), Woodhaven, NY 11421",Woodhaven,Brooklyn Manor,Home Health Care Service
Target Optical,40.783675,-73.833338,"13505 20th Ave, College Point, NY 11356",College Point,College Point,Home Health Care Service
Gary B Feldman DPM-Flushing,40.771446,-73.802971,"16101 29th Ave, Flushing, NY 11358",Flushing,Auburndale,Home Health Care Service
Cazazian Abram DDS PC,40.76232,-73.772155,"4203 212th St, Bayside, NY 11361",Bayside,Bayside,Home Health Care Service
Ozanam Hall of Queens Nursing Home,40.758751,-73.7823,"4241 201st St, Bayside, NY 11361",Bayside,Bayside,Home Health Care Service
Cohen Children's Medical Center,40.753586,-73.708231,"26901 76th Ave, New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Home Health Care Service
Leroy Herbert Md,40.728019,-73.714844,"25017 88th Rd, Bellerose, NY 11426",Bellerose,Bellaire,Home Health Care Service
Better Living Through Dentistry,40.711992,-73.826575,"12510 Queens Blvd (82nd Road), Kew Gardens, NY 11415",Kew Gardens,Briarwood,Home Health Care Service
Fried Philip MD,40.741437,-73.786456,"5847 188th St, Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Home Health Care Service
"Predanic Mladen, MD",40.701309,-73.816336,"8900 Van Wyck Expy, Richmond Hill, NY 11418",Richmond Hill,Briarwood,Home Health Care Service
Queens Medical Group,40.705634,-73.798992,"8931 161st St (90 Ave.), Jamaica, NY 11432",Jamaica,Jamaica,Home Health Care Service
NewYork-Presbyterian Medical Group Queens Pediatric Care,40.743932,-73.777374,"19815 Horace Harding Expy (Francis Lewis Boulevard), Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Home Health Care Service
Bellerose Rescue,40.707027,-73.741583,"Braddock Ave, Bellerose, NY 11426",Bellerose,Cambria Heights,Home Health Care Service
Family Foot Care In Queens,40.703882,-73.797927,"16110 Jamaica Ave, Jamaica, NY 11432",Jamaica,Jamaica,Home Health Care Service
Med-One Care,40.679651,-73.752034,"21714 Merrick Blvd, Laurelton, NY 11413",Laurelton,Laurelton,Home Health Care Service
Denran Medical Service PC,40.691362,-73.7793,"11410 Merrick Blvd, Jamaica, NY 11434",Jamaica,Locust Manor,Home Health Care Service
South Shore Opticians,40.661858,-73.720001,"1033 Green Acres Mall, Valley Stream, NY 11581",Valley Stream,Rosedale,Home Health Care Service
Far Rockaway Eye Care,40.605547,-73.755424,"1304 Beach Channel Dr, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Home Health Care Service
Universal Physical Therapy,40.587647,-73.811558,"8624 Rockaway Beach Blvd, Rockaway Beach, NY 11693",Rockaway Beach,Hammels,Home Health Care Service
Sheepshead Nursing and Rehabilitation Center,40.585259,-73.931675,"2840 Knapp St, Brooklyn, NY 11235",Brooklyn,Plum Beach,Home Health Care Service
Neurosurgery at Mount Sinai Queens,40.768224,-73.924968,"2510 30th Ave, Long Island City, NY 11102",Long Island City,Astoria,Home Health Care Service
St Mary's Hospital For Children,40.776631,-73.768636,"2901 216th St (Turner Construction Site), Bayside, NY 11360",Bayside,Bayside,Home Health Care Service
Queens Long Island Medical,40.598774,-73.763549,"2915 Far Rockaway Blvd, Far Rockaway, NY 11691",Far Rockaway,Bayswater,Home Health Care Service
Resort Nursing Home,40.593566,-73.796926,"430 Beach 68th St, Far Rockaway, NY 11692",Far Rockaway,Somerville,Home Health Care Service
Silver Star Urgent Care,40.584241,-73.822577,"230 Beach 102nd St (at Rockaway Beach Blvd), Rockaway Park, NY 11694",Rockaway Park,Seaside,Home Health Care Service
Apple Fitness & Rehabilitation,40.577886,-73.851851,"436 Beach 132nd St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Home Health Care Service
All Bright Dental PC,40.74865,-73.709333,"26309 Union Tpke, Glen Oaks, NY 11004",Glen Oaks,Glen Oaks,Home Health Care Service
Community First Medical,40.71417,-73.781315,"87-16 Avon St, New York, NY 11432",New York,Hillside,Home Health Care Service
Queens Long Island,40.713289,-73.78207,"18005 Hillside Ave, Jamaica, NY 11432",Jamaica,Hillside,Home Health Care Service
CRT Surgery,40.747592,-73.826452,"5620 Main St, Flushing, NY 11355",Flushing,Queensboro Hills,Home Health Care Service
Chapin Home for the Aging,40.714583,-73.801183,"16501 Chapin Pkwy, Queens, NY 11432",Queens,Jamaica Hills,Home Health Care Service
Precision Dental NYC: Dr. Alexander Bokser & Dr. Irene Bokser,40.769253,-73.926842,"2134 30th Ave, Astoria, NY 11102",Astoria,Astoria,Home Health Care Service
Cucchiara Family Dentistry,40.667669,-73.84792,"15120 88th St, Howard Beach, NY 11414",Howard Beach,Lidenwood,Home Health Care Service
LensCrafters at Macy's,40.734518,-73.871412,"9001 Queens Blvd, Elmhurst, NY 11373",Elmhurst,Elmhurst,Home Health Care Service
Park Ave Psychotherapy Group,40.573183,-73.852594,"167 Beach 135th St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Home Health Care Service
Dr Steven Epstein,40.579464,-73.838724,"11718 Rockaway Beach Blvd, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Home Health Care Service
Lifespire Springfield Gardens,40.676598,-73.751275,"13604 220th St, Laurelton, NY 11413",Laurelton,Laurelton,Home Health Care Service
Unique Peoples Services,40.719896,-73.734948,"9450 220th St, Queens Village, NY 11428",Queens Village,Bellaire,Home Health Care Service
Junction Medical,40.753023,-73.875125,"9211 35th Ave, Jackson Heights, NY 11372",Jackson Heights,Elmhurst,Home Health Care Service
Guarnaccia Gary J MD PC,40.71874,-73.836766,"11203 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Home Health Care Service
"Staten Island University Hospital, AIDS/HIV Services, Bay Street Health Center HIV Clinic",40.638669,-74.074717,"57 Bay St, Staten Island, NY 10301",Staten Island,Richmond,Home Health Care Service
Dr. Michele Menichella Chiropractic Office,40.63437,-74.110839,"323 Oakland Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Home Health Care Service
Silver Lake Nursing Home,40.633657,-74.092115,"275 Castleton Ave, Staten Island, NY 10301",Staten Island,Port Johnson,Home Health Care Service
Mccarthy John D Do,40.586671,-74.104101,"1776 Richmond Rd (Seaver avenue), Staten Island, NY 10306",Staten Island,Dongan Hills,Home Health Care Service
Cardio Vascular of Associates of S I,40.583333,-74.084896,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Home Health Care Service
Aadobe Pet Hospital,40.626203,-74.132892,"1294 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Home Health Care Service
Primary Care Ambulance Co.,40.63788,-74.15047,"2699 Richmond Ter (Lake Ave.), Staten Island, NY 10303",Staten Island,Mariners Harbor,Home Health Care Service
Person Centered Care Service,40.613205,-74.123893,"1811 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Home Health Care Service
City Md,40.59406,-74.162492,"2187 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Home Health Care Service
Victory Eye Specialists,40.595885,-74.183341,"3860 Victory Blvd, Staten Island, NY 10314",Staten Island,Chelsea,Home Health Care Service
Robert A Miele,40.572741,-74.113095,"364 Edison St, Staten Island, NY 10306",Staten Island,New Dorp,Home Health Care Service
Dr Ceka's Office,40.51421,-74.235404,"7098 Amboy Rd, Staten Island, NY 10307",Staten Island,Harbor Terrace,Home Health Care Service
Gordon,40.640788,-74.076024,"56 Bay Street Lndg, Staten Island, NY 10301",Staten Island,Brighton Heights,Home Health Care Service
Edward Levine,40.61378,-74.101572,"1374 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Home Health Care Service
PAWSitive Veterinary of New York,40.647279,-73.968985,"1103 Church Ave (Stratford Road), Brooklyn, NY 11218",Brooklyn,Prospect Park Sout,Home Health Care Service
University Hospital of Brooklyn,40.65509,-73.945009,"470 Clarkson Ave (E 37th St), Brooklyn, NY 11203",Brooklyn,Prospect,Home Health Care Service
Staten Island Medical Center,40.605228,-74.091548,"11 Ralph Pl, Staten Island, NY 10304",Staten Island,Stapleton,Home Health Care Service
JAG-ONE Physical Therapy,40.625991,-74.13467,"1351 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Home Health Care Service
Staten Island Oral and Maxillofacial Surgery,40.586213,-74.085885,"256 Mason Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Home Health Care Service
Roccaro Gregory DVM,40.591508,-74.100645,"1564 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Home Health Care Service
Winter Debra DPM,40.581887,-74.098069,"1975 Hylan Blvd, Staten Island, NY 10306",Staten Island,Dongan Hills,Home Health Care Service
Vision Gallery,40.573885,-74.106876,"2351 Hylan Blvd, Staten Island, NY 10306",Staten Island,New Dorp,Home Health Care Service
Sunshine Infusions,40.516188,-74.234013,"7001 Amboy Rd, Staten Island, NY 10307",Staten Island,Harbor Terrace,Home Health Care Service
Drucker Hypnosis Center,40.554168,-74.21808,"2483 Arthur Kill Rd, Staten Island, NY 10309",Staten Island,Chrome,Home Health Care Service
Designer Optical Outlet,40.591273,-74.163896,"2303 Richmond Ave (at Nome Abe), Staten Island, NY 10314",Staten Island,New Springville,Home Health Care Service
Weill Cornell Medical Associates East Side,40.77804,-73.953572,"215 E 85th St (btwn 2nd & 3rd Ave), New York, NY 10028",New York,Carnegie Hills,Home Health Care Service
Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Home Health Care Service
One Medical,40.71672,-74.009305,"25 Hudson St, New York, NY 10013",New York,City Hall Area,Home Health Care Service
Mount Sinai Doctors - East 34th Street,40.747544,-73.981966,"55 E 34th St (btwn Madison & Park Ave), New York, NY 10016",New York,East Side,Home Health Care Service
Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Home Health Care Service
Digestive Liver Disease Center,40.611434,-74.098817,"5 Little Clove Rd, Staten Island, NY 10301",Staten Island,Stapleton,Home Health Care Service
Staten Island Care Center,40.640052,-74.094646,"200 Lafayette Ave, Staten Island, NY 10301",Staten Island,New Brighton,Home Health Care Service
